faixa_etaria;tamanho_familia;renda_familiar;redacao;sexo_feminino;escola_privada;escola_publica;treineiro;media_objetivas;faltou;branco_amarelo;preto_pardo_indigena;acesso_tecnologia
9;4;8;;0;0;0;0;;1;1;0;1
1;5;1;800.0;1;0;0;0;501.07500000000005;0;1;0;1
4;2;1;640.0;1;0;0;0;578.25;1;1;0;0
19;3;8;900.0;0;0;0;1;648.025;0;0;1;1
13;6;12;880.0;0;0;0;0;656.675;0;1;0;1
19;3;1;840.0;1;0;0;1;560.4000000000001;0;0;1;1
0;4;1;920.0;1;0;1;0;473.0;0;1;0;1
1;4;1;480.0;0;0;1;0;499.32500000000005;0;0;1;1
1;3;1;;0;0;1;0;;1;0;1;1
0;5;1;920.0;1;0;1;0;494.125;0;0;1;1
1;4;2;820.0;1;1;0;0;551.075;0;1;0;1
19;3;11;600.0;0;0;0;1;559.0999999999999;0;1;0;1
1;6;8;600.0;1;0;1;0;439.175;0;0;1;1
2;3;3;860.0;1;0;0;0;511.1;0;1;0;1
0;2;1;;1;1;0;0;;1;1;0;1
1;3;1;;1;0;0;0;;1;0;1;1
0;4;3;600.0;1;0;1;0;444.25;0;1;0;1
3;4;1;820.0;1;0;0;0;533.6;0;0;1;1
5;3;2;600.0;1;0;0;0;582.5;1;1;0;1
0;3;7;760.0;1;0;0;1;585.3;0;1;0;1
2;4;1;;1;0;0;0;;1;0;1;1
19;4;2;;0;0;0;1;;1;1;0;1
0;4;1;540.0;0;0;1;0;523.375;0;1;0;1
9;3;3;340.0;0;0;0;0;565.7;0;1;0;1
1;5;9;440.0;1;0;1;0;432.8;0;1;0;1
7;1;1;0.0;0;0;0;0;371.20000000000005;0;0;1;0
0;2;16;840.0;1;0;0;1;540.425;0;0;1;1
0;5;2;560.0;0;0;1;0;525.3;0;0;1;1
19;4;5;920.0;1;0;0;1;618.05;0;1;0;1
0;6;11;520.0;1;0;0;1;568.325;0;1;0;1
2;3;1;360.0;0;0;0;0;499.82499999999993;0;0;1;1
4;4;1;540.0;0;0;0;0;452.25;0;0;1;1
0;5;14;900.0;0;1;0;0;714.5999999999999;0;1;0;1
2;3;1;480.0;0;0;1;0;511.0;0;0;1;0
9;5;2;400.0;0;0;1;0;470.55;1;0;1;1
1;4;3;;1;0;1;0;;1;0;1;1
1;3;3;480.0;0;0;1;0;501.9;0;1;0;1
2;4;9;780.0;1;0;0;0;571.9;0;1;0;1
9;4;2;;1;0;0;0;;1;1;0;1
1;6;9;580.0;0;0;1;0;507.525;0;0;1;1
1;4;3;460.0;1;0;1;0;448.975;0;0;0;1
1;4;8;900.0;1;0;1;0;523.25;0;1;0;1
12;2;3;680.0;1;0;0;0;553.0;0;0;1;1
0;3;0;440.0;0;0;1;0;416.15;0;1;0;1
2;3;3;620.0;1;0;0;0;506.6;0;1;0;1
2;3;11;640.0;1;0;0;0;570.5;0;1;0;1
6;4;2;600.0;0;0;0;0;582.325;0;1;0;1
3;5;1;0.0;0;0;1;0;399.625;0;0;1;1
3;3;1;;0;0;0;0;;1;1;0;0
0;4;14;880.0;0;1;0;0;606.7;0;1;0;1
1;4;1;0.0;0;0;1;0;401.85;1;0;1;1
3;2;1;920.0;1;0;0;0;621.2750000000001;0;0;1;1
2;1;1;760.0;1;0;1;0;564.325;0;0;1;1
19;4;1;580.0;1;0;0;1;464.025;0;0;1;0
0;2;2;;1;0;1;0;;1;0;1;1
0;2;3;500.0;0;0;0;1;521.15;0;0;1;1
1;6;1;;1;0;1;0;;1;0;1;1
5;4;1;380.0;0;0;0;0;427.75;0;0;1;0
5;4;3;480.0;0;0;0;0;474.69999999999993;0;0;1;1
9;3;8;;0;0;0;0;;1;0;1;1
11;1;2;0.0;1;0;0;0;366.5;1;1;0;1
7;6;13;940.0;1;0;0;0;666.6500000000001;0;1;0;1
1;4;9;820.0;0;0;1;0;575.1;0;0;1;1
7;3;2;880.0;1;0;0;0;653.2750000000001;0;1;0;1
1;3;8;640.0;0;0;0;0;478.675;0;1;0;1
9;3;1;520.0;1;0;0;0;503.85;0;0;1;1
2;5;3;;0;0;0;0;;1;1;0;1
1;4;2;880.0;1;0;1;0;555.225;0;1;0;1
9;4;1;580.0;0;0;0;0;417.8;0;1;0;1
0;5;1;;1;0;0;1;;1;1;0;1
3;4;3;;0;0;0;0;;1;1;0;1
0;5;16;900.0;1;0;1;0;512.525;0;0;1;1
1;3;3;;1;0;1;0;;1;1;0;1
4;2;2;;1;0;0;0;;1;0;1;1
1;3;1;520.0;0;0;0;1;552.175;0;0;1;1
2;2;10;;1;0;1;0;;1;0;1;1
1;4;8;760.0;1;1;0;0;481.925;0;1;0;1
0;5;8;;0;0;1;0;;1;1;0;0
0;3;7;540.0;0;0;1;0;537.85;1;0;1;1
1;5;3;680.0;1;0;0;0;460.34999999999997;0;1;0;1
0;2;2;520.0;0;0;0;1;470.525;0;0;1;1
7;3;8;;0;0;0;0;;1;1;0;1
0;3;8;520.0;1;0;1;0;484.5;0;0;1;1
5;3;10;800.0;1;0;0;0;646.3;0;0;1;1
0;7;11;720.0;1;0;1;0;511.8;0;0;1;1
19;4;15;900.0;1;0;0;1;507.075;0;1;0;1
2;4;1;560.0;0;0;1;0;498.6;0;1;0;1
1;2;16;700.0;1;1;0;0;550.65;0;1;0;1
1;4;3;620.0;0;0;1;0;516.5250000000001;0;0;1;1
1;4;13;720.0;1;0;1;0;583.7;0;1;0;1
1;8;8;600.0;0;0;0;0;465.225;0;0;1;1
7;4;1;400.0;0;0;0;0;462.45000000000005;0;0;1;1
2;6;1;600.0;1;0;0;0;491.49999999999994;0;0;1;1
3;3;1;920.0;1;0;0;0;575.575;0;0;1;1
0;6;1;0.0;1;0;0;1;548.275;0;0;1;1
1;4;2;480.0;0;0;1;0;390.35;0;0;1;1
4;3;1;420.0;1;0;0;0;415.875;0;0;1;0
0;3;2;580.0;0;0;0;1;529.0;0;1;0;1
4;2;1;;1;0;0;0;;1;0;1;1
1;5;2;340.0;0;0;1;0;483.95;0;0;1;1
2;5;4;;0;0;0;0;;1;0;1;1
0;4;1;280.0;1;0;1;0;375.3;1;0;1;1
1;4;1;480.0;1;0;1;0;441.15;1;1;0;1
19;5;11;660.0;0;0;0;1;533.85;0;0;1;1
4;4;1;;1;0;0;0;;1;0;1;1
0;4;3;640.0;0;0;0;1;515.775;0;1;0;1
1;2;1;560.0;1;0;1;0;460.5;0;0;1;1
4;3;1;360.0;1;0;0;0;431.17500000000007;0;0;1;1
1;4;8;860.0;0;0;1;0;567.5999999999999;0;1;0;1
6;2;1;0.0;1;0;0;1;432.7;0;0;1;1
5;3;8;640.0;1;0;0;0;495.27500000000003;0;1;0;1
1;4;1;740.0;0;0;1;0;485.92500000000007;0;1;0;1
0;3;10;720.0;1;1;0;0;534.65;0;1;0;1
1;5;2;600.0;1;0;1;0;497.47499999999997;0;1;0;1
0;5;1;440.0;1;0;1;0;393.625;0;0;0;1
10;2;1;;0;0;0;0;;1;1;0;1
2;3;10;;0;0;0;0;;1;1;0;1
4;5;3;0.0;0;0;0;0;479.975;0;0;1;1
7;2;1;600.0;1;0;0;0;444.9;0;0;1;0
1;3;1;680.0;1;0;0;0;374.0;1;0;1;1
9;1;8;;0;0;0;0;;1;1;0;1
9;6;1;;1;0;1;0;;1;0;1;1
2;4;1;720.0;0;0;0;0;466.0;0;1;0;1
1;3;2;;1;0;1;0;;1;0;1;1
2;4;1;;1;0;0;0;;1;0;1;0
11;2;1;;1;0;0;0;;1;0;1;1
6;5;1;;1;0;0;0;;1;0;1;1
1;4;9;600.0;1;1;0;0;483.59999999999997;0;1;0;1
9;4;2;600.0;0;0;0;0;610.375;0;0;1;1
0;2;1;;1;0;1;0;;1;1;0;1
4;3;1;660.0;0;0;0;0;511.225;0;0;1;0
1;2;16;820.0;1;0;0;0;626.85;0;0;1;1
3;5;9;640.0;1;0;0;0;525.85;0;1;0;1
1;6;1;700.0;1;0;1;0;465.09999999999997;0;0;1;1
2;4;8;840.0;0;0;0;0;598.25;0;0;1;1
1;5;10;600.0;0;1;0;0;519.725;0;0;1;1
5;4;2;620.0;1;0;0;0;544.4;0;0;1;1
1;3;10;;0;0;1;0;;1;0;1;1
1;4;1;;1;0;1;0;;1;0;1;1
0;3;2;;0;0;1;0;;1;1;0;1
0;3;15;580.0;1;0;1;0;511.52500000000003;0;1;0;1
1;4;11;600.0;0;0;0;0;515.125;0;1;0;1
10;2;8;940.0;1;0;0;0;523.325;0;1;0;1
0;4;0;780.0;0;0;0;1;616.55;0;1;0;1
5;5;1;;1;0;0;0;;1;1;0;1
0;4;2;740.0;1;0;0;1;538.95;0;0;1;1
5;5;2;680.0;1;0;0;0;511.67500000000007;0;1;0;1
0;3;1;920.0;1;0;1;0;596.05;0;0;1;1
1;3;9;640.0;0;1;0;0;411.29999999999995;0;0;1;1
0;4;3;540.0;1;0;1;0;382.70000000000005;1;1;0;1
1;3;13;;0;0;1;0;;1;0;1;1
0;5;11;680.0;1;0;0;1;512.475;0;1;0;1
3;2;3;720.0;0;0;0;0;539.075;0;0;1;1
14;2;2;520.0;1;0;0;0;479.525;0;1;0;1
2;7;16;0.0;1;0;1;0;432.25;1;0;1;1
19;4;0;780.0;0;0;0;1;616.0749999999999;0;1;0;1
0;4;1;540.0;0;0;1;0;462.325;0;1;0;0
11;4;3;;0;0;0;0;;1;1;0;1
2;3;16;920.0;0;0;0;0;388.09999999999997;0;0;1;1
2;3;1;520.0;0;0;1;0;463.225;0;0;1;1
2;3;1;740.0;1;0;0;0;584.025;0;0;1;1
1;4;8;380.0;0;0;1;0;504.62500000000006;0;1;0;1
1;5;2;400.0;0;0;1;0;449.59999999999997;0;0;1;1
1;3;2;0.0;1;0;0;0;451.65000000000003;0;1;0;0
0;3;12;680.0;0;0;0;1;572.475;0;1;0;1
2;5;11;800.0;1;0;0;0;559.625;0;0;1;1
1;5;15;880.0;0;0;0;0;697.75;0;1;0;1
2;3;3;880.0;1;0;0;0;536.725;0;1;0;1
2;4;3;0.0;0;0;0;0;470.25;1;0;1;1
1;2;1;;0;0;1;0;;1;1;0;1
1;4;1;520.0;1;0;0;0;621.75;0;1;0;1
19;4;9;440.0;1;0;0;1;550.7;0;1;0;1
0;2;1;600.0;1;0;0;1;584.225;0;0;1;0
1;3;1;560.0;1;0;1;0;494.725;0;0;1;1
0;3;3;0.0;0;1;0;0;457.92499999999995;0;0;1;1
13;4;3;420.0;1;0;1;0;482.45000000000005;0;1;0;1
13;4;11;580.0;0;0;0;0;542.725;0;0;1;1
0;4;7;640.0;0;1;0;0;549.425;0;1;0;1
6;3;1;;1;0;0;0;;1;0;1;1
2;4;1;620.0;1;0;0;0;449.4;1;0;1;1
19;5;1;;1;0;0;1;;1;0;1;1
19;4;3;600.0;0;0;1;0;590.225;0;0;1;1
0;4;1;560.0;1;0;1;0;389.225;0;0;1;0
9;3;1;;0;0;0;0;;1;1;0;1
3;6;1;920.0;1;0;0;0;589.5;0;0;1;1
8;3;2;;1;0;0;0;;1;0;1;1
0;4;16;780.0;0;0;0;1;554.225;0;0;1;0
1;3;1;360.0;1;0;1;0;434.6;1;1;0;1
2;4;1;740.0;1;0;0;0;482.75;0;1;0;1
1;3;2;640.0;1;0;1;0;444.75;0;0;1;1
1;5;1;440.0;1;0;0;1;471.075;0;0;1;1
1;2;16;;1;0;1;0;;1;0;1;0
4;4;1;760.0;0;0;0;0;489.95;0;0;1;1
0;4;2;;1;0;1;0;;1;0;1;0
19;4;10;;0;0;0;1;;1;1;0;1
1;5;10;780.0;1;0;0;0;516.05;0;0;1;1
0;3;9;740.0;1;0;1;0;501.47499999999997;0;1;0;1
12;3;2;360.0;0;0;0;0;507.975;0;0;1;1
2;6;3;740.0;0;0;1;0;556.55;0;0;1;1
9;5;8;;1;0;0;0;;1;0;1;0
11;1;1;;0;0;0;0;;1;0;1;0
9;4;15;900.0;1;0;0;0;686.0;0;1;0;1
0;3;15;940.0;0;1;0;0;611.55;0;1;0;1
7;4;1;740.0;0;0;0;0;562.1;0;0;1;0
0;4;11;780.0;0;0;0;1;635.8499999999999;0;0;1;1
0;4;16;;0;0;1;0;;1;0;1;1
1;3;1;840.0;0;0;1;0;522.5250000000001;0;0;1;1
4;5;2;440.0;1;0;0;0;529.425;0;1;0;1
9;1;2;840.0;1;0;0;0;561.925;0;1;0;1
1;5;2;;0;0;1;0;;1;0;1;1
1;4;13;920.0;1;1;0;0;531.8;0;1;0;1
2;8;16;;1;0;1;0;;1;0;1;0
2;6;15;720.0;0;0;0;0;552.175;0;0;1;1
5;4;1;;1;0;0;0;;1;0;1;1
1;4;1;;0;0;1;0;;1;0;1;0
9;5;2;;1;0;0;0;;1;1;0;1
1;4;10;;1;0;0;0;;1;1;0;1
1;3;16;;1;0;1;0;;1;0;1;0
5;2;8;;0;0;0;0;;1;1;0;1
6;5;2;;1;0;0;0;;1;0;1;1
2;4;3;720.0;1;0;0;0;557.85;0;1;0;1
10;3;1;580.0;1;0;0;0;464.075;0;0;1;1
2;5;10;720.0;0;0;0;0;558.5250000000001;0;0;1;1
12;4;3;;1;0;0;0;;1;0;1;1
19;3;6;;1;0;0;0;;1;1;0;1
2;3;16;540.0;1;0;1;0;414.275;0;1;0;0
1;3;9;580.0;1;0;1;0;513.15;0;0;1;1
4;3;1;620.0;0;0;0;0;537.325;0;0;1;1
19;4;10;680.0;1;0;0;1;465.17499999999995;0;0;1;1
19;3;3;600.0;1;0;0;1;461.05;0;1;0;1
1;4;11;680.0;0;0;1;0;570.675;0;1;0;1
3;3;8;980.0;0;0;0;0;714.325;0;1;0;1
0;3;11;440.0;0;0;1;0;455.875;0;1;0;1
7;2;3;640.0;1;0;0;0;571.55;0;0;1;1
12;3;3;;1;0;0;0;;1;0;1;1
0;6;13;600.0;1;0;0;1;475.54999999999995;0;0;1;1
3;4;10;;1;0;0;0;;1;1;0;1
0;3;9;680.0;1;0;1;0;509.0;0;0;1;1
1;3;8;;1;0;0;0;;1;0;1;1
2;2;1;;1;0;0;0;;1;0;1;1
1;5;8;;1;0;1;0;;1;1;0;1
0;3;1;520.0;1;0;1;0;540.0;0;1;0;1
0;5;12;940.0;1;1;0;0;618.125;0;1;0;1
1;8;8;380.0;1;0;1;0;390.65;0;0;1;1
0;3;8;820.0;1;0;1;0;563.675;0;0;0;1
1;3;2;;0;0;1;0;;1;1;0;1
2;4;5;;1;0;0;0;;1;1;0;1
9;4;10;;0;0;0;0;;1;0;1;1
0;2;3;880.0;0;1;0;0;598.2;0;0;1;1
1;3;1;820.0;1;0;1;0;386.625;0;0;1;0
3;5;1;540.0;0;0;1;0;488.67499999999995;0;0;1;1
2;3;1;0.0;1;0;1;0;442.85;0;0;1;1
1;4;3;;0;0;1;0;;1;0;1;1
1;5;8;540.0;0;0;1;0;382.30000000000007;0;1;0;1
10;3;2;680.0;0;0;0;0;644.8499999999999;0;0;1;1
3;3;2;900.0;1;0;0;0;562.375;0;1;0;1
11;3;3;560.0;1;0;0;0;598.15;0;0;1;1
19;2;1;580.0;0;0;0;1;504.225;0;0;1;1
1;4;9;720.0;1;0;1;0;522.6;0;0;1;1
3;4;8;600.0;1;0;0;0;604.425;0;1;0;1
2;5;8;780.0;1;0;0;0;477.575;0;0;1;1
1;2;1;680.0;1;0;0;0;572.6;1;1;0;1
12;5;9;580.0;1;0;0;0;657.925;0;0;1;1
1;4;1;;0;0;1;0;;1;0;1;0
9;4;1;;1;0;0;0;;1;0;1;0
9;4;8;;0;0;0;0;;1;0;1;1
0;5;2;900.0;1;0;1;0;502.02500000000003;0;0;1;1
12;2;3;;1;0;0;0;;1;1;0;1
3;2;1;660.0;1;0;0;0;554.675;0;1;0;0
5;4;2;480.0;1;0;0;0;532.85;1;0;1;0
1;3;1;580.0;1;0;1;0;421.8;0;0;1;0
4;2;5;920.0;0;0;0;0;747.875;0;1;0;1
3;2;2;;0;0;0;0;;1;1;0;1
1;2;1;640.0;1;0;1;0;542.55;1;0;1;1
7;5;1;;0;0;1;0;;1;0;1;0
11;5;16;;1;0;1;0;;1;1;0;1
1;3;11;640.0;1;0;1;0;541.45;0;1;0;1
1;4;16;760.0;1;0;0;0;543.2;0;0;1;1
9;1;3;580.0;1;0;0;0;571.575;0;0;1;0
1;2;10;;0;0;0;0;;1;0;1;1
1;2;10;600.0;0;0;0;0;473.025;0;0;1;1
0;4;4;940.0;1;1;0;0;594.6;0;0;1;1
1;6;8;0.0;0;0;1;0;504.0;0;0;1;1
0;3;1;700.0;1;0;1;0;482.72499999999997;0;0;1;1
4;3;11;;1;0;0;0;;1;1;0;1
3;2;3;0.0;1;0;1;0;512.6;1;1;0;1
1;2;1;660.0;1;0;1;0;485.95;0;0;1;1
3;3;1;460.0;0;0;0;0;393.575;0;1;0;1
2;5;10;840.0;1;0;0;0;523.5999999999999;0;1;0;1
0;6;1;480.0;0;0;1;0;475.975;0;0;1;1
1;5;2;;0;0;1;0;;1;1;0;0
4;5;11;640.0;0;0;0;0;476.29999999999995;0;0;1;1
1;4;11;960.0;1;0;0;0;700.8249999999999;0;1;0;1
3;2;4;920.0;0;0;0;0;580.3499999999999;0;0;1;1
1;4;2;640.0;0;1;0;0;512.6;0;0;1;1
19;4;6;;0;0;0;1;;1;0;1;1
3;3;8;900.0;1;0;0;0;615.625;0;1;0;1
1;4;2;580.0;0;0;1;0;538.0250000000001;0;0;1;1
6;4;3;960.0;0;0;0;0;701.05;0;1;0;1
0;5;1;700.0;1;0;1;0;473.75;0;0;1;1
19;2;11;840.0;0;0;0;1;594.575;0;1;0;1
16;2;2;560.0;1;0;0;0;548.675;0;1;0;1
4;8;1;;0;0;1;0;;1;0;1;0
0;4;8;860.0;1;0;1;0;486.4;0;0;1;1
11;3;11;;0;0;0;0;;1;0;1;1
0;4;1;340.0;1;0;1;0;435.275;0;0;1;1
6;6;1;520.0;1;0;0;0;521.0999999999999;0;0;1;1
5;3;3;;1;0;0;0;;1;0;1;1
19;4;2;600.0;1;0;0;1;519.775;0;0;1;1
11;5;1;560.0;0;0;0;0;447.875;0;0;1;1
2;4;1;520.0;0;0;0;0;467.70000000000005;0;0;1;1
0;3;9;840.0;1;0;1;0;600.7;0;0;1;1
4;3;1;;1;0;0;0;;1;0;1;0
0;4;8;880.0;1;0;1;0;613.55;0;0;1;1
2;5;3;;1;0;0;0;;1;0;1;1
1;3;1;680.0;1;0;1;0;451.7;0;0;1;1
2;6;1;840.0;1;0;0;0;484.775;0;0;1;1
1;2;1;560.0;1;0;1;0;462.25;1;0;1;0
4;2;1;620.0;1;0;1;0;497.625;0;0;1;0
1;4;3;620.0;1;0;1;0;603.0999999999999;0;1;0;1
0;2;16;580.0;0;0;1;0;486.0;0;0;1;1
1;4;1;;1;0;1;0;;1;0;1;1
0;4;6;640.0;0;0;0;1;500.575;0;1;0;1
0;2;3;880.0;1;0;1;0;546.825;0;1;0;1
1;4;2;540.0;0;0;1;0;467.65;0;1;0;1
1;4;10;920.0;1;0;1;0;706.25;0;1;0;1
0;3;5;780.0;1;1;0;0;570.25;0;1;0;1
0;3;10;540.0;1;0;0;1;517.325;0;0;1;1
1;3;8;600.0;1;0;0;0;505.325;0;1;0;1
1;4;1;600.0;0;0;1;0;528.825;0;0;1;1
3;4;14;440.0;0;0;0;0;438.6;0;0;1;1
19;3;11;560.0;1;0;0;1;524.575;0;1;0;1
10;5;3;;0;0;0;0;;1;0;1;1
1;2;2;560.0;1;0;1;0;527.825;0;0;1;1
1;3;8;;0;0;1;0;;1;0;1;1
1;4;10;580.0;1;0;0;0;438.2;0;1;0;1
5;5;2;560.0;0;0;0;0;478.475;0;0;1;1
1;4;2;540.0;0;0;1;0;492.375;0;0;1;1
2;5;2;;1;0;0;0;;1;1;0;0
9;1;2;;1;0;0;0;;1;0;1;1
0;3;8;560.0;1;0;0;1;512.175;0;0;1;1
16;1;1;480.0;1;0;0;0;443.325;0;0;1;1
19;3;12;880.0;1;0;0;1;520.6;0;1;0;1
19;4;1;720.0;0;0;0;1;599.0999999999999;1;0;1;1
7;1;6;760.0;1;0;0;0;594.4000000000001;1;1;0;1
1;2;1;660.0;0;0;1;0;585.3;0;0;1;1
0;2;1;460.0;0;0;0;1;403.125;0;0;1;1
0;3;3;580.0;1;0;1;0;474.79999999999995;0;0;1;1
0;2;11;860.0;1;0;0;1;614.7;0;1;0;1
5;5;2;320.0;1;0;0;0;445.575;0;0;1;0
2;5;9;560.0;1;0;0;0;470.50000000000006;0;0;1;1
1;3;1;640.0;0;0;1;0;448.15;0;1;0;1
1;3;1;;1;0;1;0;;1;1;0;1
3;8;8;;0;0;0;0;;1;0;1;1
5;2;8;;1;0;0;0;;1;0;1;1
2;2;2;680.0;1;0;0;0;593.0;0;1;0;1
7;3;2;;1;0;0;0;;1;0;1;1
0;2;2;700.0;0;0;1;0;496.575;0;0;1;1
8;4;16;540.0;1;0;0;0;445.45000000000005;0;0;1;0
4;3;10;900.0;1;0;0;0;603.45;0;1;0;1
7;4;3;580.0;1;0;0;0;502.35;0;0;1;1
1;6;3;0.0;0;0;0;0;527.15;0;0;1;1
3;2;1;;1;0;0;0;;1;0;1;1
2;3;9;640.0;0;0;0;0;645.5250000000001;0;1;0;1
6;4;1;;1;0;0;0;;1;0;1;0
0;3;3;700.0;0;0;0;1;516.2249999999999;0;0;1;1
0;3;4;620.0;0;0;0;1;500.47499999999997;0;1;0;1
4;4;15;800.0;0;0;0;0;629.0749999999999;0;1;0;1
9;5;1;;0;0;0;0;;1;0;1;0
3;3;2;;0;0;0;0;;1;1;0;1
1;4;2;;0;0;1;0;;1;0;1;0
0;3;12;540.0;0;0;1;0;600.55;0;0;1;1
5;2;11;280.0;0;0;0;0;380.3;0;1;0;1
0;3;3;700.0;0;1;0;0;549.925;0;0;1;1
4;3;1;;0;0;0;0;;1;0;1;1
4;2;2;;1;0;1;0;;1;0;1;1
1;7;10;780.0;1;0;0;0;586.05;0;0;1;1
9;3;16;;1;0;0;0;;1;1;0;1
4;6;2;;1;0;1;0;;1;0;1;0
10;4;16;;1;0;0;0;;1;1;0;0
0;2;1;580.0;1;0;1;0;523.7750000000001;0;0;1;1
6;5;2;620.0;0;0;0;0;488.47499999999997;0;0;1;1
16;4;12;;0;0;0;0;;1;0;0;1
14;3;3;;1;0;0;0;;1;1;0;1
1;4;2;600.0;1;0;1;0;422.5;0;0;1;1
1;3;2;360.0;1;0;0;0;479.125;0;0;1;1
0;5;1;;1;0;1;0;;1;0;1;1
19;3;6;540.0;0;0;0;1;414.02500000000003;0;1;0;1
1;4;15;900.0;0;0;1;0;663.975;0;0;1;1
8;3;8;600.0;1;0;0;0;516.35;0;0;1;1
7;3;9;;1;0;0;0;;1;1;0;1
0;2;8;920.0;0;1;0;0;586.025;0;0;1;1
4;3;1;;1;0;0;0;;1;0;1;1
0;4;1;;1;0;1;0;;1;0;1;1
3;3;8;480.0;0;0;0;0;461.075;0;0;1;1
0;6;3;680.0;0;0;1;0;588.075;0;1;0;1
6;6;3;;0;0;0;0;;1;1;0;1
5;9;1;;1;0;0;0;;1;1;0;1
0;5;8;720.0;1;0;1;0;481.04999999999995;0;0;1;1
0;3;11;640.0;1;0;0;1;485.175;0;1;0;1
1;4;16;860.0;1;0;1;0;578.925;0;0;1;1
0;3;11;860.0;1;1;0;0;585.0;0;0;1;1
10;3;16;;1;0;0;0;;1;1;0;1
0;2;2;720.0;0;0;0;1;509.07500000000005;0;1;0;1
1;4;4;740.0;0;0;0;0;573.8;0;1;0;1
9;3;1;560.0;1;0;1;0;489.325;0;0;1;1
2;2;11;660.0;0;0;0;0;581.5250000000001;0;1;0;1
19;3;10;;1;0;0;1;;1;1;0;1
1;4;1;;0;0;1;0;;1;0;1;1
19;3;16;0.0;1;0;0;1;436.125;0;0;1;1
10;2;8;;1;0;0;0;;1;1;0;1
1;4;1;;1;0;1;0;;1;1;0;1
1;4;12;920.0;0;0;0;1;644.25;0;1;0;1
0;4;8;860.0;1;0;1;0;612.475;0;0;1;1
9;4;2;;1;0;0;0;;1;1;0;1
9;2;16;700.0;1;0;0;0;651.95;0;0;1;0
0;4;9;520.0;0;0;1;0;492.34999999999997;0;1;0;1
2;7;1;480.0;1;0;0;0;444.55;1;1;0;0
0;3;9;;1;1;0;0;;1;1;0;1
9;5;3;;0;0;0;0;;1;0;1;1
2;4;11;900.0;1;0;0;0;586.45;0;1;0;1
2;3;1;;0;0;0;0;;1;1;0;1
1;4;3;900.0;0;1;0;0;573.575;0;1;0;1
1;5;3;;1;0;1;0;;1;1;0;1
10;7;10;;1;0;0;0;;1;1;0;1
2;6;1;580.0;1;0;0;0;550.625;0;0;1;1
2;3;1;0.0;0;0;1;0;357.6;1;1;0;0
0;3;14;;0;1;0;0;;1;1;0;1
2;2;3;460.0;1;0;0;0;516.175;0;0;1;1
1;2;2;660.0;1;0;1;0;486.875;0;0;1;1
1;4;0;880.0;1;1;0;0;605.8;0;1;0;1
2;5;4;700.0;1;0;0;0;540.7750000000001;0;1;0;1
2;6;2;;0;0;0;0;;1;1;0;1
0;3;9;880.0;1;1;0;0;632.4749999999999;0;1;0;1
3;4;2;540.0;1;0;0;0;507.1;0;0;1;1
2;5;0;660.0;0;0;0;0;514.85;0;1;0;1
11;1;6;420.0;1;0;0;0;395.375;0;1;0;1
6;4;2;520.0;1;0;0;0;487.45;0;0;1;1
2;5;1;780.0;1;0;1;0;494.45;0;0;0;1
1;4;11;860.0;1;0;1;0;587.9749999999999;0;1;0;1
0;3;15;900.0;1;1;0;0;630.375;0;1;0;1
9;1;1;580.0;0;0;0;0;449.15000000000003;0;1;0;1
0;5;2;660.0;0;0;1;0;495.92499999999995;0;1;0;1
11;2;3;;1;0;0;0;;1;1;0;1
0;5;3;640.0;0;0;0;1;524.5;1;0;1;1
2;3;10;620.0;1;0;1;0;417.79999999999995;0;1;0;1
1;3;1;700.0;0;0;1;0;468.475;0;1;0;1
11;3;4;;1;0;0;0;;1;1;0;1
6;1;1;600.0;1;0;0;0;472.4;0;0;1;1
1;2;8;620.0;1;1;0;0;444.725;0;0;1;1
19;4;4;820.0;1;0;0;1;565.85;0;1;0;1
0;5;14;740.0;1;0;1;0;591.6;0;0;1;1
9;4;1;;0;0;0;0;;1;0;1;1
4;5;1;;1;0;0;0;;1;0;1;0
11;1;1;;0;0;0;0;;1;0;1;1
1;5;1;;1;0;1;0;;1;0;1;1
4;2;3;560.0;0;0;0;0;487.57499999999993;0;1;0;1
9;3;3;;0;0;0;0;;1;1;0;1
2;4;1;560.0;1;0;1;0;484.29999999999995;0;0;1;1
19;3;3;;1;0;0;0;;1;1;0;1
5;2;16;;1;0;0;0;;1;0;1;0
0;5;2;0.0;1;0;1;0;517.2;0;0;1;1
0;5;2;800.0;1;0;1;0;516.0;0;0;1;1
0;5;8;560.0;0;0;1;0;477.92499999999995;0;1;0;1
19;2;11;400.0;1;0;0;1;525.9499999999999;0;0;1;1
2;2;2;460.0;0;0;1;0;507.925;0;1;0;1
0;4;1;480.0;1;0;1;0;410.22499999999997;0;0;1;1
19;3;3;580.0;1;0;0;1;488.22499999999997;0;1;0;1
0;4;2;780.0;0;0;1;0;621.15;0;1;0;1
1;2;1;;1;0;0;0;;1;1;0;1
5;2;3;;0;0;0;0;;1;0;1;1
2;2;3;620.0;0;0;1;0;535.575;0;0;1;1
0;6;3;;0;0;1;0;;1;0;1;1
19;4;9;900.0;0;0;0;1;636.7249999999999;0;1;0;1
1;5;4;;0;0;1;0;;1;0;1;1
0;5;3;;1;0;1;0;;1;0;1;1
0;3;1;340.0;1;0;1;0;445.075;0;0;1;1
19;4;0;680.0;0;0;0;1;578.85;0;1;0;1
12;3;10;;1;0;0;0;;1;1;0;1
0;5;11;840.0;1;1;0;0;538.125;0;1;0;1
