faixa_etaria;tamanho_familia;renda_familiar;redacao;sexo_feminino;escola_privada;escola_publica;treineiro;media_objetivas;faltou;branco_amarelo;preto_pardo_indigena;acesso_tecnologia
6;3;3;;1;0;0;0;;1;0;1;1
19;3;4;760.0;0;0;0;1;622.425;0;0;0;1
1;5;1;;1;0;1;0;;1;0;1;1
2;2;9;;1;0;0;0;;1;1;0;1
1;4;1;;1;0;1;0;;1;0;1;1
3;4;1;880.0;1;0;0;0;561.05;0;1;0;1
4;2;3;;0;0;0;0;;1;0;1;1
0;4;9;620.0;1;1;0;0;535.075;0;1;0;1
9;2;9;;1;0;0;0;;1;1;0;1
0;4;3;680.0;1;0;0;1;501.2250000000001;0;0;1;1
13;4;1;680.0;1;0;0;0;412.85;0;1;0;1
9;6;1;;1;0;0;0;;1;0;1;1
19;4;11;620.0;1;0;0;1;560.875;0;1;0;1
1;3;7;860.0;0;0;0;0;655.2;0;1;0;1
1;3;1;520.0;1;0;1;0;470.54999999999995;0;0;1;1
19;3;10;820.0;0;0;0;1;602.425;0;1;0;1
5;2;1;860.0;1;0;0;0;591.925;0;1;0;1
2;2;1;;0;0;0;0;;1;1;0;0
6;3;12;;1;0;0;0;;1;1;0;1
2;4;1;720.0;0;0;0;0;627.2249999999999;0;1;0;1
19;6;1;660.0;1;0;0;1;517.075;0;1;0;1
1;2;2;;1;0;1;0;;1;0;1;0
0;3;5;640.0;0;1;0;0;591.45;0;0;1;1
9;1;2;;0;0;0;0;;1;0;1;1
3;7;15;880.0;0;0;0;0;709.5250000000001;0;1;0;1
0;4;0;920.0;1;0;0;1;644.625;0;0;1;1
1;3;11;860.0;1;1;0;0;467.5;1;1;0;1
1;4;12;760.0;1;0;1;0;556.425;0;1;0;1
1;3;0;880.0;1;1;0;0;642.225;0;1;0;1
19;5;2;560.0;1;0;0;1;500.125;0;0;1;0
1;5;16;;0;0;1;0;;1;1;0;0
0;2;8;660.0;1;0;0;1;489.8;1;1;0;1
1;2;16;440.0;1;0;1;0;419.125;0;0;1;1
0;4;1;;1;0;1;0;;1;0;0;1
0;4;3;;1;0;1;0;;1;0;1;1
2;5;8;680.0;1;0;0;0;552.225;0;1;0;1
0;4;10;860.0;1;1;0;0;596.275;0;1;0;1
1;4;2;720.0;1;0;1;0;523.55;0;1;0;1
1;3;10;720.0;1;0;0;0;614.2;0;1;0;1
10;6;1;;0;0;0;0;;1;0;1;1
9;3;2;360.0;0;0;0;0;527.4250000000001;0;0;1;1
0;3;9;;0;0;1;0;;1;0;1;1
1;4;3;;0;0;1;0;;1;1;0;1
0;3;8;800.0;1;0;1;0;515.3249999999999;0;0;1;1
1;5;3;820.0;1;0;1;0;529.975;0;0;1;1
8;4;3;720.0;1;0;0;0;548.2;0;1;0;1
4;4;1;;0;0;0;0;;1;0;1;1
16;1;1;480.0;0;0;0;0;513.975;0;1;0;1
1;2;1;;0;0;1;0;;1;1;0;1
8;5;10;;0;0;0;0;;1;1;0;0
2;4;11;640.0;1;0;0;0;508.95;0;0;1;1
2;5;14;960.0;1;0;0;0;681.125;0;1;0;1
9;5;1;820.0;0;0;0;0;510.7;0;0;1;1
4;1;16;;0;0;0;0;;1;0;1;1
11;1;13;;0;0;0;0;;1;0;1;1
0;3;8;760.0;0;1;0;0;602.175;0;0;1;1
2;3;1;;1;0;0;0;;1;0;1;1
7;3;1;580.0;1;0;0;0;547.375;0;0;1;0
1;6;16;;0;0;1;0;;1;1;0;1
0;2;1;800.0;1;0;1;0;549.7;0;0;1;1
1;4;2;600.0;1;0;1;0;496.825;0;0;1;1
9;4;1;;1;0;0;0;;1;0;1;1
0;4;10;720.0;1;0;1;0;603.4000000000001;0;0;1;1
1;6;11;600.0;0;0;0;0;577.575;0;1;0;1
2;3;2;620.0;1;1;0;0;490.82500000000005;0;0;1;1
3;3;2;;1;0;0;0;;1;1;0;1
9;2;1;600.0;0;0;0;0;464.05;0;0;1;1
8;2;1;280.0;1;0;0;0;437.25;0;0;1;1
0;4;6;800.0;1;0;0;1;594.175;0;1;0;1
1;4;3;640.0;0;0;0;1;466.25;0;0;1;1
9;2;1;;1;0;0;0;;1;0;1;1
1;5;3;820.0;1;0;1;0;548.5;0;0;1;1
0;5;6;680.0;1;1;0;0;635.8;0;0;0;1
3;5;1;480.0;0;0;1;0;438.84999999999997;0;0;0;1
8;3;1;;1;0;0;0;;1;0;1;1
3;2;2;640.0;1;0;0;0;504.37499999999994;0;0;1;1
4;1;1;;1;0;0;0;;1;0;1;1
10;3;2;;0;0;0;0;;1;1;0;1
1;4;9;680.0;1;0;1;0;518.4000000000001;0;1;0;1
1;3;2;840.0;0;0;1;0;623.2750000000001;0;1;0;1
19;4;1;820.0;1;0;0;1;578.675;0;0;1;1
1;5;1;;1;0;1;0;;1;0;1;0
0;4;1;760.0;0;1;0;0;562.05;0;0;1;1
6;3;16;560.0;1;0;0;0;523.5999999999999;0;0;1;1
10;3;3;;1;0;0;0;;1;0;1;1
8;2;1;660.0;1;0;0;0;662.0500000000001;0;1;0;1
10;5;8;;1;0;1;0;;1;0;1;1
4;4;9;;0;0;0;0;;1;0;1;1
3;3;16;460.0;1;0;0;0;458.7;0;1;0;0
9;2;2;;0;0;0;0;;1;0;1;1
4;3;15;780.0;1;0;0;0;637.35;0;1;0;1
0;5;10;540.0;1;0;1;0;462.5;0;0;1;1
1;3;2;620.0;1;0;1;0;474.725;0;1;0;0
9;4;1;500.0;1;0;0;0;426.65;0;0;1;1
1;4;16;;1;0;1;0;;1;1;0;0
0;2;2;600.0;0;0;1;0;514.0749999999999;0;1;0;1
1;4;1;920.0;1;0;0;0;575.025;0;1;0;1
0;7;1;0.0;0;0;1;0;381.075;0;1;0;1
9;5;1;660.0;0;0;0;0;585.95;0;0;1;1
2;5;3;;1;0;0;0;;1;0;1;1
10;2;16;;1;0;0;0;;1;0;1;0
1;2;10;680.0;0;0;0;0;679.4000000000001;0;1;0;1
11;8;16;;0;0;0;0;;1;1;0;0
11;2;1;;1;0;0;0;;1;0;1;1
3;3;16;760.0;1;0;0;0;455.55;0;1;0;1
19;4;11;;1;0;0;1;;1;1;0;1
1;4;2;;0;0;1;0;;1;0;1;1
4;3;1;560.0;1;0;0;0;443.20000000000005;1;1;0;1
0;2;11;;0;0;1;0;;1;1;0;1
5;3;3;;1;0;0;0;;1;0;1;1
2;2;3;;0;0;1;0;;1;0;1;1
0;4;4;740.0;0;1;0;0;495.45;0;1;0;1
3;3;3;560.0;1;0;0;0;510.32500000000005;0;1;0;1
4;2;1;640.0;0;0;0;0;474.32500000000005;0;0;1;1
3;6;1;500.0;0;0;0;0;435.34999999999997;0;0;1;1
1;3;2;540.0;1;0;1;0;524.25;0;0;1;1
0;2;1;620.0;1;0;1;0;568.0;0;1;0;1
1;4;1;440.0;1;0;1;0;448.15;0;0;1;1
1;3;1;0.0;1;0;0;1;382.0;1;0;1;0
9;2;1;;0;0;0;0;;1;1;0;1
11;4;1;;1;0;0;0;;1;0;1;0
19;5;6;;1;0;0;1;471.45;1;1;0;1
0;4;10;600.0;1;0;0;1;561.45;0;1;0;1
12;4;9;;0;0;0;0;;1;0;1;1
9;4;1;520.0;1;0;0;0;489.275;0;0;1;1
19;4;10;620.0;1;0;0;1;494.19999999999993;0;1;0;1
9;3;3;;1;0;0;0;;1;0;1;1
10;1;11;640.0;1;0;0;0;721.6250000000001;0;0;1;1
1;2;3;680.0;1;0;1;0;487.6;0;0;1;1
1;4;2;540.0;0;0;1;0;446.125;0;0;1;1
8;2;3;;1;0;0;0;;1;0;1;1
0;5;1;600.0;1;0;1;0;507.875;0;0;1;1
1;7;1;380.0;0;0;0;1;431.225;0;0;1;0
5;4;1;940.0;1;0;0;0;581.0;0;0;1;1
2;4;1;660.0;1;0;0;0;528.225;0;0;1;1
1;4;1;720.0;0;0;1;0;534.2;0;0;1;1
1;3;2;;0;0;0;0;;1;0;1;1
0;4;4;580.0;0;0;0;1;509.55;0;1;0;1
9;3;1;;1;0;0;0;;1;0;1;1
9;6;13;;0;0;0;0;;1;0;1;1
0;4;1;500.0;0;0;0;1;460.35;0;0;1;1
19;4;2;800.0;1;0;0;1;515.1999999999999;0;1;0;1
0;5;1;320.0;1;0;1;0;433.975;0;1;0;0
19;4;8;740.0;0;0;0;1;546.85;0;1;0;1
0;4;2;460.0;1;0;1;0;453.97499999999997;0;1;0;1
0;3;1;900.0;1;0;1;0;548.875;0;0;1;1
1;4;9;;0;0;1;0;;1;1;0;1
5;4;1;780.0;1;0;0;0;633.7;0;1;0;1
3;3;16;0.0;0;0;1;0;373.32500000000005;0;0;1;0
2;4;1;;0;0;0;0;;1;1;0;1
0;2;1;820.0;1;1;0;0;571.45;1;0;1;1
9;7;1;;1;0;0;0;;1;0;1;1
9;6;1;500.0;1;0;0;0;422.7;0;1;0;1
1;3;10;700.0;0;1;0;0;573.575;0;0;1;1
0;4;7;620.0;1;0;0;1;593.95;0;1;0;1
19;3;8;840.0;0;0;0;1;586.9;0;1;0;1
1;4;16;;0;0;1;0;;1;0;1;1
9;6;3;620.0;0;0;0;0;472.025;0;0;1;1
0;3;1;0.0;0;1;0;0;452.24999999999994;0;0;1;1
3;3;1;0.0;0;0;1;0;438.55;0;0;1;1
3;8;1;;0;0;0;0;;1;0;1;1
0;4;12;660.0;0;0;1;0;571.025;0;1;0;1
0;3;7;860.0;1;1;0;0;677.575;0;1;0;1
2;4;3;700.0;1;0;0;0;540.3000000000001;0;0;1;1
0;5;1;800.0;0;0;1;0;574.05;0;1;0;1
19;5;12;660.0;1;0;0;1;403.3;0;1;0;1
1;5;2;900.0;1;0;1;0;651.875;0;0;1;1
3;4;5;560.0;1;0;0;0;436.325;0;1;0;1
0;5;16;0.0;1;0;1;0;444.925;0;1;0;1
12;3;1;0.0;1;0;1;0;383.47499999999997;0;0;1;0
1;4;3;0.0;0;0;1;0;483.84999999999997;0;0;1;1
5;4;1;460.0;1;0;0;0;476.75;0;0;1;0
4;4;1;;0;0;0;0;;1;0;1;1
16;4;2;440.0;1;0;0;0;521.125;0;0;1;1
9;3;1;540.0;1;0;0;0;468.275;0;0;1;1
2;4;1;900.0;1;0;0;0;463.54999999999995;0;1;0;1
5;6;1;;1;0;1;0;;1;0;1;1
6;3;2;;1;0;0;0;;1;0;1;1
4;2;2;0.0;1;0;0;0;456.54999999999995;1;1;0;1
19;4;10;580.0;1;0;0;1;402.0;0;0;0;1
0;3;3;600.0;1;0;1;0;549.6500000000001;0;1;0;1
2;8;1;;1;0;1;0;;1;0;1;1
6;5;1;640.0;1;0;0;0;453.55;0;1;0;1
1;3;9;;1;0;1;0;;1;0;1;1
5;2;3;580.0;0;0;0;0;565.975;0;0;1;1
0;3;11;960.0;1;1;0;0;654.275;0;1;0;1
0;4;2;520.0;1;0;1;0;391.9;0;0;1;0
0;3;8;860.0;0;0;0;1;631.75;0;1;0;1
1;4;3;360.0;0;0;1;0;520.875;0;1;0;1
4;10;1;880.0;0;0;0;0;503.67499999999995;0;0;1;1
3;8;1;660.0;1;0;1;0;537.9;0;0;1;1
1;2;16;;1;0;0;0;;1;0;1;0
0;3;1;860.0;1;0;0;1;484.29999999999995;0;0;0;1
7;6;3;800.0;1;0;0;0;618.5999999999999;0;0;1;1
0;6;4;700.0;0;1;0;0;513.9749999999999;0;1;0;1
1;4;8;880.0;1;0;1;0;520.875;0;0;1;1
2;5;3;560.0;0;0;1;0;500.34999999999997;1;0;1;1
2;5;3;540.0;1;0;0;0;567.6;0;1;0;1
1;4;1;900.0;0;0;1;0;592.3;0;0;1;1
2;3;1;480.0;0;0;0;0;397.25;0;0;1;1
2;4;2;620.0;1;0;0;0;471.20000000000005;0;0;1;1
7;6;3;580.0;0;0;0;0;624.375;0;0;1;1
2;3;3;640.0;1;0;0;0;500.1;0;0;1;1
1;6;10;0.0;1;0;0;0;481.44999999999993;0;1;0;1
1;2;1;580.0;0;0;0;0;512.75;0;1;0;1
1;2;8;860.0;1;0;1;0;535.975;0;1;0;1
0;4;10;880.0;1;0;1;0;480.675;0;1;0;1
0;4;1;;1;0;1;0;;1;0;1;0
0;3;2;0.0;0;0;1;0;429.3;1;0;1;1
1;3;3;740.0;1;0;0;0;639.475;0;1;0;1
7;2;3;540.0;1;0;0;0;453.975;0;0;1;1
2;5;1;;1;0;0;0;;1;0;1;0
9;2;2;660.0;1;0;0;0;583.0;0;0;1;1
19;3;10;680.0;0;0;0;1;450.075;0;0;1;1
1;4;1;;0;0;1;0;;1;0;1;1
4;9;1;0.0;1;0;0;0;443.4;0;0;1;0
3;2;1;500.0;0;0;1;0;493.62499999999994;0;1;0;1
9;5;1;;1;0;0;0;;1;0;1;0
7;1;2;;1;0;0;0;;1;0;1;1
1;4;14;940.0;1;0;0;0;548.925;0;1;0;1
0;5;2;;0;0;1;0;;1;0;1;1
11;3;16;0.0;1;0;0;0;554.4250000000001;0;0;1;0
1;3;6;720.0;1;0;1;0;587.275;0;1;0;1
13;2;2;;1;0;0;0;;1;0;1;1
1;3;2;740.0;1;0;1;0;450.025;0;0;1;1
9;3;3;;0;0;0;0;;1;1;0;1
1;4;1;400.0;0;0;1;0;422.42499999999995;0;1;0;1
1;3;1;600.0;0;0;1;0;563.725;0;0;1;1
9;1;1;540.0;1;0;0;0;481.175;0;0;1;1
2;6;5;920.0;0;0;0;0;744.7;0;1;0;1
19;4;10;680.0;1;0;0;1;559.5999999999999;1;0;1;1
19;3;1;400.0;1;0;0;1;396.825;0;0;1;1
9;3;11;840.0;1;0;0;0;459.8;0;0;1;1
4;2;1;900.0;1;0;0;0;621.2249999999999;0;1;0;1
5;4;14;740.0;0;0;0;0;679.0749999999999;0;1;0;1
6;3;15;700.0;1;0;0;0;601.3;0;1;0;1
10;3;1;;0;0;0;0;;1;0;1;0
0;4;10;600.0;0;0;0;1;516.0;0;1;0;1
1;4;8;560.0;0;0;0;0;470.45000000000005;0;0;1;1
10;5;2;;0;0;0;0;;1;0;1;1
9;11;3;;1;0;0;0;;1;0;1;1
7;2;1;;1;0;0;0;;1;1;0;1
7;3;1;400.0;1;0;0;0;482.25;0;0;1;1
2;3;2;600.0;0;0;0;0;439.9;0;0;1;1
0;5;10;680.0;1;0;0;1;532.0749999999999;0;1;0;1
1;6;1;780.0;1;0;0;1;484.70000000000005;0;0;1;1
0;5;2;580.0;1;0;0;1;479.475;0;0;1;0
2;4;8;940.0;1;0;0;0;589.0;0;1;0;1
11;2;1;;1;0;0;0;;1;0;1;0
1;5;1;600.0;1;0;1;0;426.75;0;0;1;1
4;5;3;;0;0;0;0;;1;0;1;1
11;6;2;;1;0;0;0;;1;0;1;1
1;2;1;520.0;1;0;1;0;453.65;0;0;1;1
3;7;1;680.0;1;0;0;0;399.42499999999995;0;0;1;1
0;3;2;580.0;0;0;0;1;653.1500000000001;0;1;0;1
0;3;11;660.0;0;1;0;0;570.3249999999999;0;1;0;1
2;6;8;460.0;0;0;0;0;487.025;0;1;0;1
1;4;2;640.0;1;0;0;0;498.475;0;0;1;0
3;5;2;660.0;1;0;0;0;475.35;1;1;0;1
6;4;3;680.0;1;0;0;0;529.5;0;0;1;1
12;3;15;;0;0;0;0;;1;1;0;1
0;3;11;900.0;1;0;1;0;549.45;0;1;0;1
3;3;13;820.0;1;0;0;0;595.3499999999999;0;1;0;1
8;3;2;420.0;0;0;0;0;442.575;0;0;1;1
8;2;2;;0;0;0;0;;1;0;1;1
19;2;8;540.0;0;0;0;0;548.1999999999999;0;0;1;1
19;4;6;860.0;1;0;0;1;551.2;0;1;0;1
2;4;1;;0;0;1;0;;1;1;0;1
1;4;10;800.0;1;1;0;0;628.075;0;1;0;1
0;3;10;900.0;0;1;0;0;659.025;0;1;0;1
19;3;3;360.0;1;0;0;1;464.17499999999995;0;1;0;1
6;3;3;;0;0;0;0;;1;1;0;1
10;2;2;540.0;1;0;0;0;471.45;0;0;1;1
0;4;11;700.0;0;1;0;0;529.6;0;1;0;1
7;3;16;620.0;0;0;0;0;486.525;0;0;1;1
0;3;10;800.0;1;0;0;1;554.5;0;0;1;1
10;1;3;;0;0;0;0;;1;0;0;1
0;5;1;560.0;0;0;0;1;523.65;0;0;1;1
0;3;2;0.0;1;0;0;1;416.925;0;1;0;1
1;3;4;;0;0;0;1;;1;1;0;1
1;4;8;780.0;0;0;1;0;620.25;0;1;0;1
1;3;2;;1;0;1;0;;1;0;1;1
5;3;1;;1;0;0;0;;1;1;0;1
1;3;3;;0;0;1;0;;1;1;0;1
1;3;10;920.0;1;0;1;0;536.65;0;1;0;1
11;2;9;;0;0;0;0;;1;0;0;1
2;2;9;760.0;0;0;0;0;465.85;1;0;1;1
0;4;2;660.0;0;0;1;0;596.95;0;1;0;1
19;2;11;700.0;0;0;0;1;532.7;1;1;0;1
11;1;16;;1;0;0;0;;1;1;0;1
1;3;1;620.0;1;0;1;0;498.25;0;0;1;0
2;3;1;740.0;1;0;0;0;458.79999999999995;0;1;0;1
5;5;3;580.0;1;0;0;0;534.5;0;0;1;1
3;5;2;;1;0;1;0;;1;0;1;1
19;6;1;;1;0;0;1;;1;1;0;1
2;3;3;;0;0;1;0;;1;0;1;1
0;3;0;;1;0;0;1;;1;1;0;1
6;4;3;640.0;0;0;0;0;489.55;0;0;1;1
1;5;2;;1;0;1;0;;1;1;0;1
1;7;8;720.0;1;0;1;0;503.725;0;0;1;1
2;4;8;880.0;1;0;0;0;594.825;0;0;1;1
19;5;8;740.0;1;0;0;0;552.875;0;0;1;1
3;3;3;760.0;1;0;0;0;524.125;0;0;1;1
9;3;9;;0;0;0;0;;1;0;1;1
0;4;1;480.0;1;0;0;1;567.25;1;0;1;1
2;3;2;540.0;0;0;0;0;482.675;0;0;1;1
3;6;1;;0;0;0;0;;1;1;0;0
0;4;2;580.0;1;0;0;1;462.42499999999995;0;0;1;1
6;6;3;960.0;1;0;0;0;678.95;0;0;1;1
19;4;0;920.0;0;0;0;1;658.975;0;1;0;1
11;4;1;300.0;1;0;0;0;450.125;0;0;1;0
5;3;3;720.0;0;0;0;0;564.425;0;0;1;1
1;6;1;620.0;0;0;1;0;537.325;0;0;1;1
1;6;3;360.0;1;0;1;0;469.375;0;1;0;1
1;2;4;520.0;0;1;0;0;505.04999999999995;1;1;0;1
1;6;1;620.0;1;0;1;0;477.7;0;0;1;0
2;4;10;;1;0;0;0;;1;0;1;1
4;4;2;880.0;0;0;0;0;548.25;0;0;1;1
3;4;7;940.0;1;0;0;0;630.1500000000001;0;1;0;1
11;3;10;;0;0;0;0;;1;0;1;1
2;4;2;660.0;1;0;0;0;547.525;0;0;1;1
5;3;12;;1;0;0;0;;1;0;1;1
0;4;3;780.0;1;1;0;0;511.52500000000003;0;0;1;1
4;4;10;;1;0;0;0;;1;1;0;1
2;3;1;620.0;0;0;0;0;466.125;0;1;0;0
5;5;4;660.0;0;0;0;0;644.4;0;1;0;1
2;3;16;;1;0;0;0;;1;1;0;1
2;3;3;360.0;1;0;1;0;437.025;0;1;0;1
1;4;2;400.0;0;0;1;0;496.875;0;1;0;1
1;3;1;600.0;0;0;0;0;468.0;0;1;0;1
19;1;1;440.0;1;0;0;1;467.125;0;1;0;1
1;7;1;380.0;0;0;1;0;420.175;0;0;1;0
2;3;12;780.0;1;0;0;0;569.625;0;1;0;1
2;5;1;640.0;1;0;0;0;488.0;0;0;0;1
3;2;1;;1;0;0;0;;1;0;1;1
2;5;16;400.0;1;0;0;0;476.82500000000005;0;0;1;1
9;4;15;660.0;0;0;0;0;613.7249999999999;0;1;0;1
1;4;3;520.0;1;0;1;0;463.55000000000007;0;0;1;1
0;4;12;800.0;1;1;0;0;596.425;0;0;1;1
9;5;8;;1;0;0;0;;1;1;0;1
9;3;8;640.0;1;0;0;0;522.0500000000001;0;0;1;1
1;3;2;780.0;1;0;1;0;546.1;0;0;1;1
15;6;15;460.0;1;0;0;0;420.875;0;0;1;1
19;2;3;720.0;1;0;0;1;467.825;0;1;0;1
1;6;11;600.0;1;0;0;0;433.825;0;0;1;1
19;3;9;700.0;1;0;0;1;573.775;0;0;1;1
1;4;2;600.0;0;0;1;0;504.65;0;0;1;1
0;3;15;560.0;1;0;0;1;494.55;0;1;0;1
19;4;1;540.0;1;0;0;1;471.3;0;0;1;0
1;2;3;580.0;0;0;1;0;495.32500000000005;0;1;0;1
4;5;1;260.0;0;0;1;0;407.925;0;0;1;1
3;6;1;;1;0;1;0;;1;0;1;1
1;3;3;;1;0;1;0;;1;0;1;1
19;5;15;780.0;1;0;0;1;562.85;1;0;1;1
1;4;3;440.0;1;0;0;0;481.0;0;0;1;0
1;4;1;540.0;0;0;0;0;496.125;0;0;1;1
2;2;1;;1;0;0;0;;1;0;1;1
0;3;6;820.0;1;0;1;0;566.325;0;1;0;1
2;4;3;920.0;1;0;0;0;560.675;0;1;0;1
1;4;1;320.0;0;0;1;0;426.40000000000003;0;1;0;1
1;4;8;500.0;1;0;0;0;454.8;0;1;0;1
0;4;1;;0;0;1;0;;1;1;0;1
0;3;2;500.0;0;1;0;0;440.67499999999995;0;1;0;1
2;3;6;860.0;1;0;0;0;594.075;0;1;0;1
0;2;14;780.0;1;1;0;0;537.575;0;0;1;1
1;2;3;640.0;1;0;1;0;517.8000000000001;0;0;1;1
3;4;3;920.0;1;0;0;0;632.95;0;1;0;1
2;5;11;800.0;1;0;0;0;571.425;0;1;0;1
1;2;1;;1;0;1;0;;1;0;0;1
0;5;3;760.0;1;0;1;0;562.425;0;1;0;1
0;4;8;;0;0;1;0;;1;0;1;1
19;3;4;860.0;1;0;0;1;590.0250000000001;0;1;0;1
0;4;1;460.0;1;0;1;0;467.54999999999995;0;1;0;0
1;5;1;800.0;1;0;1;0;523.45;0;1;0;1
2;4;2;920.0;1;0;0;0;584.5;0;0;0;1
1;5;8;620.0;0;0;1;0;606.0;0;0;1;1
19;4;11;680.0;1;0;0;1;522.975;0;1;0;1
6;2;1;;0;0;0;0;;1;0;1;1
0;6;2;;1;0;0;1;;1;0;1;1
9;3;2;660.0;1;0;0;0;459.0;0;0;1;1
7;2;2;;0;0;0;0;;1;0;0;1
1;4;4;700.0;1;0;0;0;687.575;0;1;0;1
2;4;16;540.0;0;0;1;0;514.325;0;1;0;1
2;4;1;600.0;0;0;0;0;538.1;0;0;1;1
1;3;16;;1;0;1;0;;1;0;1;1
19;3;9;0.0;0;0;0;1;404.15;0;0;1;1
0;4;16;600.0;1;0;0;1;493.975;0;1;0;0
9;4;16;;1;0;1;0;;1;0;1;0
10;5;1;0.0;1;0;0;0;412.925;0;1;0;1
2;4;1;620.0;1;0;0;0;509.425;0;1;0;1
1;2;1;;0;0;0;0;;1;1;0;1
0;5;16;640.0;1;0;1;0;432.075;0;0;1;1
0;5;11;780.0;0;0;0;1;490.49999999999994;0;0;1;1
0;5;1;540.0;1;0;1;0;426.17499999999995;0;0;1;1
0;5;8;700.0;1;0;0;1;587.675;0;0;1;1
15;2;10;;1;0;0;0;;1;1;0;1
5;4;1;900.0;1;0;0;0;508.875;0;1;0;0
2;1;2;580.0;1;0;0;0;502.65;0;1;0;1
0;4;8;860.0;1;0;0;1;514.45;1;1;0;1
19;6;13;620.0;0;0;0;1;527.875;0;1;0;1
1;2;10;640.0;0;1;0;0;587.55;0;0;1;1
3;3;10;940.0;1;0;0;0;624.85;0;1;0;1
0;4;10;880.0;0;1;0;0;582.3000000000001;0;1;0;1
1;6;2;;1;0;1;0;;1;1;0;1
0;4;1;600.0;1;0;1;0;523.25;0;0;1;1
2;4;8;;1;0;0;0;;1;1;0;1
9;1;16;;0;0;1;0;;1;0;1;1
1;7;3;;0;0;1;0;;1;0;1;1
1;3;1;720.0;0;0;1;0;576.8249999999999;0;1;0;1
2;4;1;420.0;1;0;0;0;421.67499999999995;0;0;1;1
9;4;11;520.0;1;0;0;0;565.45;0;0;1;1
9;3;3;;0;0;0;0;;1;1;0;1
0;3;8;740.0;1;0;0;1;514.025;0;0;1;1
2;7;2;;0;0;0;0;;1;0;1;1
7;5;10;620.0;0;0;0;0;579.225;0;0;1;1
19;4;1;700.0;1;0;0;1;491.375;0;0;1;1
19;3;1;360.0;1;0;0;1;478.54999999999995;0;0;1;1
10;3;1;560.0;1;0;0;0;472.5;0;1;0;1
0;4;4;920.0;0;1;0;0;694.3499999999999;0;1;0;1
10;4;11;780.0;0;0;0;0;710.7;0;0;1;1
1;3;8;560.0;0;1;0;0;558.775;0;1;0;1
19;4;8;560.0;1;0;0;1;473.50000000000006;0;1;0;1
9;2;2;;1;0;0;0;;1;0;1;0
3;1;16;460.0;0;0;0;0;498.775;0;0;1;1
10;1;2;720.0;0;0;0;0;582.025;0;1;0;1
2;4;1;560.0;1;0;0;0;434.875;0;1;0;1
3;4;1;;0;0;0;0;;1;0;1;1
1;2;1;700.0;1;0;0;0;386.975;0;0;1;1
2;1;1;800.0;1;0;0;0;503.325;0;0;1;1
3;4;6;;1;0;0;0;;1;1;0;1
19;4;0;860.0;1;0;0;1;531.175;0;1;0;1
1;4;2;;1;0;1;0;;1;0;1;1
1;4;1;700.0;0;0;1;0;566.525;0;0;1;1
4;3;3;660.0;1;0;0;0;535.4499999999999;0;1;0;1
5;1;8;540.0;1;0;0;0;552.5;0;1;0;0
8;3;2;;1;0;0;0;;1;0;1;1
0;3;3;740.0;1;0;1;0;534.5;1;1;0;1
2;4;8;560.0;0;0;1;0;387.525;0;0;1;1
1;2;16;;1;0;0;0;;1;0;1;1
1;4;9;;0;0;1;0;;1;0;0;1
1;3;10;680.0;0;0;1;0;513.15;0;1;0;1
1;3;3;580.0;0;0;1;0;535.575;0;0;1;1
9;3;10;;0;0;0;0;;1;0;1;1
8;4;2;0.0;0;0;0;0;447.475;0;0;1;1
1;1;1;540.0;1;0;1;0;409.525;0;0;1;1
15;3;5;;0;0;0;0;;1;0;1;1
14;3;5;;0;0;0;0;;1;1;0;1
1;5;2;;0;0;1;0;;1;0;1;1
0;8;13;860.0;1;0;1;0;569.025;0;1;0;1
1;4;8;540.0;0;0;1;0;479.2;0;1;0;1
0;3;9;800.0;0;1;0;0;507.125;0;1;0;1
2;3;3;360.0;1;0;1;0;475.72499999999997;0;1;0;1
2;4;9;640.0;1;0;0;0;486.075;0;1;0;1
1;1;6;700.0;0;1;0;0;638.025;0;0;1;1
7;2;16;360.0;1;0;0;0;440.675;0;0;1;1
19;4;0;600.0;0;0;0;1;571.2;0;1;0;1
6;4;3;;0;0;0;0;;1;0;1;1
1;6;1;540.0;1;0;0;0;416.3;0;0;1;0
0;4;0;740.0;1;1;0;0;504.8;0;1;0;1
1;3;1;680.0;1;0;1;0;510.94999999999993;0;1;0;0
1;2;2;720.0;0;0;1;0;553.4;0;1;0;1
8;1;2;;0;0;0;0;;1;0;1;1
12;4;11;;1;0;0;0;;1;1;0;1
0;2;2;600.0;1;0;1;0;512.375;0;0;1;1
1;5;10;;0;0;1;0;;1;0;1;1
6;4;8;;1;0;0;0;;1;0;1;1
3;7;16;;1;0;0;0;;1;0;1;0
4;4;1;360.0;1;0;1;0;400.725;0;0;1;0
1;4;1;800.0;0;0;0;0;496.25000000000006;0;0;1;1
0;4;8;740.0;1;1;0;0;601.4;0;0;1;1
4;3;1;740.0;1;0;0;0;549.0999999999999;0;1;0;1
1;4;2;;0;0;1;0;;1;0;1;0
1;4;1;560.0;1;0;1;0;431.825;0;0;1;0
8;2;1;640.0;1;0;0;0;500.5;0;0;1;1
6;2;8;840.0;0;0;0;0;640.725;0;1;0;1
5;1;13;620.0;0;0;0;0;621.075;0;0;1;1
11;4;1;520.0;1;0;0;0;446.47499999999997;0;0;1;0
6;5;1;640.0;1;0;0;0;441.2;0;0;1;0
1;4;1;560.0;1;0;1;0;501.35;0;0;1;1
1;4;9;840.0;0;0;1;0;594.775;0;0;1;1
